residence_name,website_url,associated_brand,brief_subtitle,brief_description,budget_start_range,budget_end_range,city,country,address
The Lana Residences,https://www.dorchestercollection.com/residences/the-lana-residences,Dorchester,Discover breathtaking waterfront living with stunning skyline views and unparalleled luxury amenities.,"The Lana Residences offer breathtaking views of the Burj Khalifa and Dubai Fountain, along with exclusive access to private beach facilities.",2500000,10000000,Dubai,UAE,"Dubai, UAE."
ORLA,https://www.dorchestercollection.com/residences/orla,Dorchester,"Rising above the Arabian Gulf, this ultra-luxury haven redefines waterfront living.",This exceptional residence boasts breathtaking panoramic views of the iconic skyline and offers exclusive access to private beach facilities and luxurious amenities.,3300000,12000000,Dubai,UAE,"Dubai, UAE."
ORLA Infinity,https://www.dorchestercollection.com/residences/orla-infinity,Dorchester,"Elevate your lifestyle with breathtaking, panoramic sea views from every residence.","Offering breathtaking panoramic views of the Arabian Gulf, this residence features a private beach and state-of-the-art wellness amenities.",900000,7000000,Dubai,UAE,"Dubai, UAE."
VELA,https://www.langhamresidences.com/en/the-langham/guangzhou/,The Langham,Discover unparalleled luxury with stunning panoramic views of Dubai's skyline and coastline.,"Overlooking the stunning Dubai Marina, this residence boasts private beach access and unparalleled panoramic views of the skyline.",200000,-..,,,"The address for VELA in Dubai, UAE is:

Jumeirah Beach Residence, Dubai, UAE."
VELA VIENTO,https://www.dorchestercollection.com/residences/vela-viento,Dorchester,"Soaring above Dubai, this architectural masterpiece boasts panoramic infinity pools suspended mid-air.","VELA VIENTO in Dubai boasts breathtaking waterfront views, private beach access, and state-of-the-art amenities for an unparalleled luxury lifestyle.",500000,650000,Dubai,UAE,"Dubai, UAE."
Elie Saab Residence,https://www.eliesaabmaison.com/pages/saffire-sao-paolo-project,Elie Saab,This architectural gem boasts breathtaking panoramic views of São Paulo’s vibrant skyline.,"This exceptional residence boasts panoramic city views, luxurious amenities, and direct access to a vibrant cultural scene.",7000000,10000000,São Paulo,Brazil,"Avenida Presidente Juscelino Kubitschek, 511 - Vila Nova Conceição, São Paulo - SP, 04543-000, Brazil."
Elie Saab Residence by OHANA,https://www.eliesaabmaison.com/pages/ohana-beirut-project,Elie Saab,"Where opulent design meets panoramic Mediterranean views, redefining luxury living in Beirut.","Overlooking the Mediterranean, this residence boasts breathtaking panoramic views, luxurious amenities, and a serene atmosphere that redefine urban living.",700000,4500000,Beirut,Lebanon,"Elie Saab Residence, Beirut, Lebanon."
Elie Saab Villas,https://www.eliesaabmaison.com/pages/marbella-project,Elie Saab,Discover unparalleled luxury with breathtaking panoramic views of the Mediterranean Sea.,"These luxurious villas boast breathtaking panoramic views of the Mediterranean, complemented by private gardens and bespoke interiors.",3200000,20000000,Marbella,Spain,
Elie Saab Residence,https://www.eliesaabmaison.com/pages/les-vagues-doha-project,Elie Saab,This luxurious residence boasts breathtaking panoramic views of Doha’s stunning skyline.,"This luxurious residence boasts breathtaking views of the Arabian Gulf, exceptional amenities, and unparalleled access to cultural landmarks.",2500000,25000000,Doha,Qatar,
Jasmine Lane Townhouses by Elie Saab,https://www.eliesaabmaison.com/pages/jasminelane_project,Elie Saab,Immerse yourself in timeless elegance with modern villas boasting private lush courtyards.,"The Jasmine Lane Townhouses boast breathtaking views of the Dubai skyline and exclusive access to lush, private gardens.",3500000,10000000,Dubai,UAE,"Jasmine Lane Townhouses, Elie Saab, Dubai, UAE."
Etoile Villas by Elie Saab,https://www.eliesaabmaison.com/pages/etoile-villas-elie-saab-riyadh,Elie Saab,Discover unparalleled luxury with stunning panoramic views and exquisite architectural elegance.,"Etoile Villas in Riyadh offer breathtaking skyline views, expansive private gardens, and unparalleled luxury amenities for discerning residents.",24000000,15000000,Riyadh,Saudi Arabia,
La Mer by Elie Saab,https://www.eliesaabmaison.com/pages/la-mer-by-elie-saab,Elie Saab,Indulge in luxurious beachfront living with breathtaking views of the Arabian Gulf.,"This stunning residence boasts panoramic views of the Arabian Gulf, private beach access, and luxurious amenities tailored for ultimate relaxation.",3800000,420,Ras Al Khaimah,UAE,"Ras Al Khaimah, United Arab Emirates."
Infinity Villas by Elie Saab Indigo Bay,https://www.eliesaabmaison.com/pages/infinity-villas-by-elie-saab,Elie Saab,"Overlooking turquoise waters, these opulent villas redefine coastal luxury with unmatched elegance.","Infinity Villas boasts breathtaking panoramic ocean views, private infinity pools, and direct beach access, ensuring an unparalleled luxury experience.",2500000,7500000,Philipsburg,Sint Maarten,"Infinity Villas by Elie Saab, Indigo Bay, Philipsburg, Sint Maarten."
"Elie Saab Residence, Bosphorus",https://eliesaabbosphorus.com/,Elie Saab,"Overlooking the Bosphorus, this luxurious haven boasts breathtaking panoramic water views.","Overlooking the Bosphorus, this residence boasts breathtaking waterfront views, luxurious amenities, and an exclusive rooftop terrace for unforgettable sunset experiences.",9000000,25000000,Istanbul,Turkey,
"Elie Saab Towers Bucharest, Romania",https://www.eliesaabmaison.com/pages/bucharest-project,Elie Saab,Elevate your lifestyle in Bucharest's stunning architectural masterpiece with panoramic city views.,"The Elie Saab Towers offer breathtaking panoramic views of Bucharest's skyline, luxurious amenities, and unparalleled access to vibrant cultural hotspots.",1000000,1500000,București,Romania,"Elie Saab Towers, Strada Barbu Văcărescu 201, București 020285, Romania."
Elie Saab Townhouses Vie & Vie Dubai,https://www.eliesaabmaison.com/pages/vie-dubai-project,Elie Saab,Luxurious townhouses blend timeless elegance with serene green spaces and modern sophistication.,These luxurious townhouses boast breathtaking panoramic views of the skyline and direct access to a vibrant waterfront lifestyle.,4000000,7000000,Dubai,UAE,"Elie Saab Townhouses, Vie & Vie, Dubai, UAE."
"Elie Saab Signature Villas, Cairo Gate",https://www.eliesaabmaison.com/pages/cairo-gate-egypt-project,Elie Saab,Discover opulent serenity with breathtaking panoramic views of Cairo's lush landscapes.,"The luxurious villas boast panoramic views of the Pyramids and feature private gardens, enhancing an exclusive lifestyle experience.",15000000,50000000,Cairo,Egypt,
Gated Design Villas by Elie Saab,https://www.eliesaabmaison.com/pages/vietnam-rivus-villas-project,Elie Saab,Luxuriate in breathtaking waterfront views and exquisite contemporary architecture in every villa.,"Offering breathtaking skyline views and private gardens, these villas redefine luxury living with unparalleled exclusivity and sophisticated design.",2500000,66000000000,Ho Chi Minh,Vietnam,
"Elie Saab Villas, Palm Hills",https://www.eliesaabmaison.com/pages/palm-hills-dubai-project,Elie Saab,Immerse in timeless elegance with architectural masterpieces blending luxury and serenity seamlessly.,"These luxurious villas boast breathtaking waterfront views, private gardens, and expansive terraces, redefining opulence in Dubai's vibrant landscape.",6500000,25000000,Dubai,UAE,
"Elie Saab Residences, Hyde Park",https://www.eliesaabmaison.com/pages/hyde-park-london-project,Elie Saab,Discover opulent living with breathtaking Hyde Park views and exquisite design.,"Offering breathtaking views of Hyde Park and luxurious amenities, these residences redefine opulent living in London's prestigious landscape.",3500000,22000000,London,UK,"1-5, 50-52, Paddington Street, London W1U 5PY, UK."
Elie Saab Residences,https://sothebysrealty.co.uk/project/elie-saab-residences-hyde-park/,Elie Saab,"Where timeless elegance meets modern luxury, with breathtaking Hyde Park views.","These luxurious residences boast panoramic views of the Thames, exquisite interiors, and unparalleled access to London's cultural hotspots.",1900000,30000000,London,UK,"2-8, Grosvenor Square, London, W1K 4QJ, UK."
Elie Saab Residences,https://www.eliesaabresidence.com/,Elie Saab,Discover opulent waterfront living with breathtaking skyline views in Abu Dhabi.,"These luxurious residences boast breathtaking waterfront views and exclusive amenities, seamlessly blending modern elegance with unparalleled comfort and lifestyle.",2500000,8000000,Abu Dhabi,UAE,
"Les Vagues by Elie Saab, Qetaifan Island North",https://www.daralarkan.com/project/les-vagues-by-elie-saab/,Elie Saab,Discover a stunning beachfront oasis where luxury meets breathtaking coastal beauty.,This stunning residence boasts breathtaking panoramic views of the Arabian Gulf and exclusive access to a private beach.,2500000,14000000,Lusail,Qatar,
Fendi Private Residences,https://fendiprivateresidences.ch/,Fendi,Elevated alpine living meets impeccable Italian design in Switzerland's most exclusive retreat.,"These luxurious residences boast breathtaking panoramic views of the Alps and direct access to pristine ski slopes, ensuring an unparalleled alpine lifestyle.",3800000,30000000,Crans-Montana,Switzerland,"Crans-Montana, Switzerland."
Fendi Chateau Residences,http://fendichateauresidences.com/public/index.html,Fendi,Indulge in oceanfront luxury with private rooftop pools and breathtaking views.,"Boasting breathtaking ocean views and direct beach access, this luxury residence features expansive terraces and unparalleled amenities.",1800000,11000000,Surfside,United States,"Fendi Chateau Residences  
9361 Collins Ave,  
Surfside, FL 33154,  
USA"
Fendi Château Residences,https://www.zilbert.com/fl/surfside/condos/for-sale/fendi-chateau-residences/108-79?,Fendi,Indulge in luxurious oceanfront living with stunning panoramic views and exquisite design.,"The Fendi Château Residences boast stunning oceanfront views, luxurious amenities, and exclusive access to private beach cabanas.",3900000,25000000,Surfside,United States,"9349 Collins Ave, Surfside, FL 33154, United States."
Fendi Private Residences at JEM,https://www.thejem.com/press/naftali-group-and-one-world-properties-announce-the-sale-of-jem-sky-villa-1-with-interiors-by-fendi-casa-at-jem-private-residences,Fendi,Immerse in oceanfront luxury with bespoke designs and unparalleled waterfront serenity.,"These luxurious residences boast breathtaking waterfront views, private amenities like a rooftop terrace, and unparalleled access to vibrant city life.",2900000,8500000,Miami,United States,"700 NE 25th St, Miami, FL 33137, USA."
Giorgio Armani Residences,https://760madisonavenue.com/,Giorgio Armani,"Immerse yourself in breathtaking skyline views from luxurious, elegantly designed interiors.","Offering breathtaking skyline views and exclusive amenities like a private spa and personalized concierge services, this residence redefines luxury living.",7000000,80000000,New York,United States,"200 East 69th Street, New York, NY 10021, USA."
Karl Lagerfeld Villas,https://marbellawohnen.com/listing/the-luxury-karl-lagerfeld-villas-of-marbellas-golden-mile/?utm_source=chatgpt.com,Karl Lagerfeld,Bask in luxurious elegance with breathtaking sea views and exquisite design details.,"The villas boast breathtaking panoramic views of the Mediterranean, featuring luxurious amenities like a private infinity pool and bespoke interiors.",2000000,25000000,Marbella,Spain,"Calle de los Pinos, 7, 29602 Marbella, Málaga, Spain."
Karl Lagerfeld Villas,https://broadwaypropertiess.com/karl-lagerfeld/?utm_source=chatgpt.com,Karl Lagerfeld,"Where avant-garde design meets opulent desert luxury, redefining elite waterfront living.","Offering breathtaking panoramic views of the Arabian Gulf, these residences feature bespoke interiors and unparalleled access to luxury amenities.",5000000,100000000,Dubai,UAE,
Karl Lagerfeld Residences,https://www.tarafholding.com/en/project/karl-lagerfeld-villas,Karl Lagerfeld,Immerse yourself in luxurious living with stunning views of the Arabian Gulf.,"This luxurious residence boasts stunning waterfront views, exclusive access to private beach facilities, and bespoke interiors designed for ultimate sophistication.",1800000,10000000,Dubai,UAE,
Cheval Blanc,https://www.chevalblanc.com/en/maison/paris/,Cheval Blanc,Indulge in unparalleled luxury with breathtaking Seine views from opulent riverfront suites.,"This luxurious residence boasts breathtaking views of the Seine and Eiffel Tower, along with exclusive access to a world-class spa.",1500,1000,Paris,France,"Cheval Blanc Paris, 8 Quai du Louvre, 75001 Paris, France."
Montes by Missoni Residences,https://www.missoni.com/en-at/missoni-real-estate-bodrum.html,Missoni,Embrace breathtaking panoramic sea views from your luxurious coastal sanctuary in Bodrum.,"Overlooking the stunning Aegean Sea, these residences boast private infinity pools and direct access to pristine beaches, ensuring unparalleled luxury.",900000,2000000,Bodrum,Turkey,"Bodrum, Turkey."
Missoni Sky Residences,https://www.missoni.com/en-at/missoni-real-estate-toronto.html,Missoni,"Elevate your lifestyle in luxurious, vibrant residences with breathtaking skyline views.","The Sky Residences offer breathtaking panoramic views of the Toronto skyline, combined with bespoke amenities and unparalleled access to vibrant urban experiences.",2000000,4500000,Toronto,Canada,"1235 Queen St E, Toronto, ON M4L 1C2, Canada."
Missoni Residences,https://www.missoni.com/en-at/missoni-real-estate-brasil-sao-paulo.html,Missoni,"Immerse yourself in bold, artful design fused with luxurious urban sophistication.","Offering breathtaking skyline views and exclusive amenities like a rooftop pool and private gardens, this residence redefines urban luxury.",3500000,7000000,São Paulo,Brazil,"Missoni Residences São Paulo  
Avenida Dr. Chucri Zaidan, 246, Vila Cordeiro,  
São Paulo - SP, 04583-110, Brazil"
Marea Missoni Residences,https://www.missoni.com/en-at/missoni-real-estate-spain-marbella.html,Missoni,Discover breathtaking panoramic sea views from luxurious terraces above Marbella's coast.,"Overlooking the Mediterranean, these luxurious residences boast private terraces, infinity pools, and direct beach access, redefining coastal living.",700000,3000000,Marbella,Spain,"Marbella, Spain."
Urban Oasis by Missoni Residences,https://www.missoni.com/en-at/missoni-real-estate-united-arab-emirates-dubai.html,Missoni,Indulge in vibrant luxury with stunning skyline views and lush green terraces.,"Urban Oasis offers breathtaking waterfront views and exclusive access to lush gardens, creating an unparalleled urban retreat in Dubai.",1700000,3000000,Dubai,UAE,"Dubai, UAE."
Moonstone by Missoni Residences,https://www.missoni.com/en-at/missoni-real-estate-united-arab-emirates-rak.html,Missoni,"Embodying coastal elegance, this architectural gem offers panoramic sea views and serenity.","Offering breathtaking panoramic views of the Arabian Gulf, this residence features private beach access and luxurious amenities unmatched in the region.",1900000,3500000,Ras Al Khaimah,UAE,"Ras Al Khaimah, United Arab Emirates."
"Missoni Baia Miami, Luxury Biscayne Bay Condos",https://www.missonibaia.com/residences/,Missoni,Indulge in breathtaking panoramic views from floor-to-ceiling windows in Miami's oasis.,"Overlooking Biscayne Bay, these luxurious condos boast stunning water views, expansive outdoor spaces, and exclusive amenities like a private marina.",1200000,5000000,Miami,United States,"Missoni Baia, 777 NE 26th Terrace, Miami, FL 33137, USA."
Palazzo Versace,https://www.palazzoversace.ae/residences,Versace,Indulge in luxurious waterfront living with exquisite Italian design and opulent amenities.,"Overlooking the stunning Dubai Marina, this luxurious residence boasts unparalleled waterfront views and opulent amenities, redefining lavish living.",2500000,20000000,,,"Palazzo Versace Dubai, Al Jaddaf, Dubai, UAE."
Paramount Residences,https://binfaqeeh.com/projects/paramount-residences-bahrain-waterbay,Paramount,"Soaring above Manama, this luxurious haven blends cinematic elegance with waterfront serenity.",The Paramount Residences in Manama boast breathtaking panoramic views of the Arabian Gulf and luxurious amenities tailored for an unparalleled lifestyle.,250000,350000,Manama,Bahrain,"Manama, Bahrain."
Paramount Residences,https://www.paramountresidencesqatar.com/,Paramount,"Indulge in cinematic luxury with skyline views and opulent, Hollywood-inspired interiors.","Offering breathtaking views of the Arabian Gulf and exclusive access to a private beach, this residence redefines luxury living in Doha.",1700000,10000000,Doha,Qatar,"Doha, Qatar."
Paramount Hotels,https://www.paramounthotelsdubai.com/,Paramount,Step into Hollywood glamour reimagined with cinematic luxury and star-studded elegance.,"Offering stunning skyline views and luxurious amenities, this residence features a unique immersive entertainment experience and unparalleled service.",500,5000000,Dubai,UAE,"Paramount Hotel Dubai, Sheikh Mohammed Bin Rashid Boulevard, Downtown Dubai, UAE."
Roberto Cavalli Estates at Damac Hills,https://www.robertocavallivillas.com/,Roberto Cavalli,Indulge in opulent living with stunning golf course views and lavish amenities.,"Overlooking lush green landscapes and a stunning golf course, these residences boast unparalleled luxury with bespoke designs and private amenities.",4000000,8000000,Dubai,UAE,"Damac Hills, Dubai, UAE."
"Waterbay Residence by Roberto Cavalli, Bahrain Bay",https://binfaqeeh.com/projects/waterbay-residence-by-roberto-cavalli,Roberto Cavalli,"Overlooking serene waters, this opulent residence redefines waterfront luxury living.","Overlooking the sparkling waters of Bahrain Bay, this residence boasts unparalleled panoramic views and luxurious amenities designed for an opulent lifestyle.",300000,1800000,Manama,Bahrain,"Manama, Bahrain."
SLS Brickell Residences,https://miamicondoinvestments.com/sls-brickell-residences?,SLS,Elevate your lifestyle with breathtaking skyline views from luxurious rooftop pools.,"SLS Brickell Residences boast breathtaking panoramic views of Biscayne Bay, complemented by unparalleled access to vibrant nightlife and dining experiences.",800000,4500000,Miami,United States,"1300 S Miami Ave, Miami, FL 33130, USA"
SLS Dubai Hotel & Residences,https://all.accor.com/hotel/B5B0/index.en.shtml,SLS,"Soar above Dubai with unparalleled skyline views from opulent, sky-high residences.","Offering stunning panoramic views of the Dubai skyline, this residence features luxurious amenities and direct access to vibrant nightlife.",300000,3000000,Dubai,UAE,"2 Al A'amal Street, Business Bay, Dubai, UAE."
SLS Cancun Residences,https://www.cancunhotelresidence.com/,SLS,Indulge in luxurious oceanfront living with breathtaking views and unparalleled amenities.,"Boasting breathtaking ocean views, these residences feature private rooftop terraces and direct access to pristine beaches, ensuring an unparalleled luxury experience.",650000,7000000,Quintana Roo,Mexico,"Boulevard Kukulcan Km 14.1, Zona Hotelera, 77500 Cancún, Quintana Roo, Mexico."
SLS Puerto Madero,https://slshotels.com/puerto-madero/,SLS,A striking fusion of avant-garde design and waterfront luxury redefines urban living.,"This striking residence boasts breathtaking waterfront views, luxurious amenities, and direct access to vibrant dining and cultural experiences.",4000000,500,Buenos Aires,Argentina,"Av. de los Italianos 801, C1104 CABA, Buenos Aires, Argentina."
Trump Tower,https://www.721fifth.com/featured-residences,Trump,This iconic skyscraper boasts stunning panoramic views of Manhattan's vibrant skyline.,"Offering breathtaking panoramic views of Central Park and the skyline, this iconic residence boasts luxurious amenities and unparalleled exclusivity.",1000000,1000000000,New York,United States,"725 Fifth Avenue, New York, NY 10022, USA"
1 Central Park West,https://www.trumpinternationalrealty.com/property-portfolio/trump-international-hotel-and-tower-new-york,Trump,Elevate your lifestyle with breathtaking skyline views and luxurious modern elegance.,"Overlooking Central Park, this residence boasts breathtaking skyline views, luxurious amenities, and direct access to world-class cultural attractions.",10000000,240000000,New York,United States,"New York, NY 10023, USA"
Trump Park Avenue,https://www.trump.com/residential-real-estate-portfolio/trump-park-avenue-new-york,Trump,"Amidst the city's vibrancy, indulge in timeless elegance and unparalleled luxury.","This luxurious residence boasts breathtaking skyline views, private terraces, and exceptional amenities that redefine urban living in Manhattan.",1000000,50000000,New York,United States,"502 Park Avenue, New York, NY 10022, USA."
Trump World Tower,https://www.trump.com/residential-real-estate-portfolio/trump-world-tower-new-york,Trump,This luxurious skyscraper boasts stunning panoramic views of the iconic Manhattan skyline.,"Rising above the city, this luxurious residence boasts breathtaking panoramic views of Central Park and the Hudson River, alongside unparalleled amenities.",1000000,50000000,New York,United States,"845 United Nations Plaza, New York, NY 10017, USA."
Trump Parc,https://www.trump.com/residential-real-estate-portfolio/trump-parc-new-york,Trump,Elevate your lifestyle with breathtaking Central Park views from luxurious heights.,"This luxurious residence boasts stunning Central Park views, exceptional amenities, and unparalleled access to the vibrant heart of Manhattan.",1000000,1000000000,New York,United States,"106 Central Park South, New York, NY 10019, USA."
Trump Park East,https://www.trump.com/residential-real-estate-portfolio/trump-parc-east-new-york,Trump,Discover luxurious living with breathtaking skyline views and exquisite modern amenities.,"This luxurious residence boasts breathtaking panoramic views of Central Park and offers unparalleled amenities, including a private fitness center and a rooftop terrace.",3000000,25000000,New York,United States,"1001 East 59th Street, New York, NY 10022, USA."
220 Riverside Boulevard,https://www.trump.com/residential-real-estate-portfolio/220-riverside-boulevard-new-york,Trump,"Soaring above the Hudson, this luxury haven offers breathtaking waterfront panoramas.","Overlooking the Hudson River, this residence boasts expansive terraces, breathtaking sunset views, and a private wine cellar for connoisseurs.",1400000,16000000,New York,United States,
240 Riverside Boulevard,https://www.trump.com/residential-real-estate-portfolio/240-riverside-boulevard-new-york,Trump,Elevate your lifestyle with breathtaking Hudson River views and luxurious amenities.,"240 Riverside Boulevard boasts breathtaking views of the Hudson River, expansive outdoor spaces, and unparalleled access to Riverside Park.",1500000,8000000,New York,United States,
Trump Place 200 Riverside Boulevard,https://www.trump.com/residential-real-estate-portfolio/200-riverside-boulevard-new-york,Trump,Breathtaking river views and luxurious amenities redefine urban living at this stunning residence.,"This luxurious residence boasts sweeping views of the Hudson River and Central Park, along with exceptional amenities and spacious layouts.",1200000,12000000,New York,United States,"200 Riverside Boulevard, New York, NY 10069, USA"
Trump Palace,https://www.trump.com/residential-real-estate-portfolio/trump-palace-new-york,Trump,"Rising majestically, this architectural gem offers unparalleled panoramic views of Manhattan.","This luxurious residence boasts breathtaking panoramic views of Central Park and the Manhattan skyline, complemented by exclusive amenities and a prime location.",1000000,50000000,New York,United States,"200 East 69th Street, New York, NY 10021, USA."
Trump Plaza,https://www.trump.com/residential-real-estate-portfolio/trump-plaza-new-rochelle-new-york,Trump,Elevate your lifestyle with breathtaking Central Park views from luxurious heights.,"This luxurious residence boasts breathtaking panoramic views of Central Park and the Manhattan skyline, alongside unparalleled amenities and exclusive services.",2000000,2000000000,New York,United States,"167 East 61st Street, New York, NY 10065, USA."
Trump Residences at 610 Park Avenue,https://www.trump.com/residential-real-estate-portfolio/trump-610-park-avenue-new-york,Trump,Indulge in luxurious living with breathtaking skyline views from exquisite residences.,"Offering stunning views of Central Park and luxurious amenities, this residence combines elegance with an unbeatable location on Park Avenue.",6500000,29000000,New York,United States,"610 Park Avenue, New York, NY 10065, USA."
Trump Towers,https://www.trump.com/residential-real-estate-portfolio/trump-tower-sunny-isles-florida,Trump,"Soaring above pristine shores, this architectural marvel offers unparalleled oceanfront luxury.","Offering breathtaking ocean views, luxurious amenities, and direct beach access, this residence stands out for its exclusive lifestyle experience.",1000000,32000000,Sunny Isles Beach,United States,"Trump Tower Sunny Isles Beach  
16001 Collins Ave  
Sunny Isles Beach, FL 33160  
United States"
Trump Tower Residences,https://www.trump.com/residential-real-estate-portfolio/trump-towers-istanbul-turkey,Trump,"Elevate your lifestyle with breathtaking Bosphorus views from luxurious, modern residences.","Overlooking the Bosphorus, these luxurious residences boast expansive terraces, unparalleled city views, and exclusive access to premium amenities.",300000,3000000,Istanbul,Turkey,"Trump Tower Residences Istanbul, 1. Levent Mahallesi, Büyükdere Cad. No: 1, 34330 Şişli/Istanbul, Turkey."
Trump Tower Residences,https://www.trump.com/residential-real-estate-portfolio/trump-tower-makati-philippines,Trump,"Soaring above Makati, this architectural masterpiece redefines luxury with panoramic skyline views.","Offering breathtaking views of the Makati skyline and exclusive amenities, this residence redefines luxury living in the city.",14000000,45000000,Makati City,Philippines,"163 H.V. Dela Costa Street, Salcedo Village, Makati City, Philippines."
Trump Tower City Center,https://www.trump.com/residential-real-estate-portfolio/trump-tower-city-center-white-plains-new-york,Trump,Discover luxurious urban living with breathtaking skyline views and unparalleled amenities.,"Rising above the city, this luxurious residence boasts breathtaking skyline views, exceptional amenities, and unparalleled access to vibrant urban life.",1000000,250000000,New York,United States,"725 Fifth Avenue, New York, NY 10022, USA."
Trump Residences,https://www.721fifth.com/,Trump,"Soaring above Manhattan, these luxury residences redefine elegance with breathtaking skyline views.","Offering breathtaking views of the skyline and Central Park, these residences feature luxurious amenities and unparalleled privacy in a prime location.",5000000,50000000,New York,United States,"200 Riverside Boulevard, New York, NY 10069."
Trump Plaza,https://www.trump.com/residential-real-estate-portfolio/trump-plaza-new-jersey,Trump,"Rising majestically, this property offers breathtaking ocean views and luxurious amenities.","Overlooking the vibrant Atlantic City skyline, this luxurious residence boasts expansive ocean views and direct beach access, ensuring an unparalleled coastal lifestyle.",N/A,200000000,Atlantic City,United States,"2500 Boardwalk, Atlantic City, NJ 08401, United States."
Trump Bay Street,https://www.trump.com/residential-real-estate-portfolio/trump-bay-street-new-jersey,Trump,Discover luxurious waterfront living with breathtaking views and unparalleled amenities.,"Situated along the waterfront, this residence boasts breathtaking views of the Manhattan skyline and unparalleled luxury amenities, including a private marina.",150000,27000000,Jersey City,United States,"1000 Bay Street, Jersey City, NJ 07305, United States."
Park Tower Stamford,https://www.trump.com/residential-real-estate-portfolio/trump-parc-stamford-connecticut,Trump,"Soaring above the city, this architectural gem offers breathtaking panoramic skyline views.","Offering stunning panoramic views of Long Island Sound, this residence boasts exclusive amenities like a rooftop terrace and private beach access.",500000,2500000,Stamford,United States,"101 Park Place, Stamford, CT 06901, United States."
Trump International,https://www.trump.com/residential-real-estate-portfolio/trump-international-hotel-tower-waikiki-hawaii,Trump,Enjoy breathtaking ocean views from every luxurious suite in this paradise.,"Overlooking stunning ocean vistas, this luxurious residence features private balconies, an infinity pool, and unparalleled access to vibrant local culture.",1200000,7000000,Honolulu,United States,"Trump International Hotel Waikiki, 223 Saratoga Road, Honolulu, HI 96815, USA."
Trump International,https://www.trump.com/residential-real-estate-portfolio/trump-international-hotel-tower-chicago,Trump,Indulge in breathtaking skyline views from luxurious rooms with floor-to-ceiling windows.,"This luxurious residence boasts stunning panoramic views of Lake Michigan and the Chicago skyline, alongside unparalleled amenities and personalized services.",200000,100000000,Chicago,United States,"Trump International Hotel & Tower Chicago, 401 N Wabash Ave, Chicago, IL 60611, USA."
Trump International,https://www.trump.com/residential-real-estate-portfolio/trump-international-las-vegas-nevada,Trump,"Soaring above the Strip, this gold-clad sanctuary offers unparalleled luxury and exclusivity.",This luxurious residence boasts stunning panoramic views of the Las Vegas Strip and offers exclusive amenities like a world-class spa and personalized concierge services.,1500000,5000000,Las Vegas,United States,"2000 Fashion Show Dr, Las Vegas, NV 89109, USA"
Trump Towers,https://www.trump.com/residential-real-estate-portfolio/trump-tower-sunny-isles-florida,Trump,Soaring elegance meets oceanfront luxury with breathtaking panoramic views of Sunny Isles.,"Situated along a stunning stretch of coastline, this luxurious residence boasts breathtaking ocean views and exceptional amenities, ensuring an unparalleled lifestyle experience.",500000,38000000,Sunny Isles Beach,United States,"16001 Collins Ave, Sunny Isles Beach, FL 33160, United States."
Trump,https://www.trump.com/residential-real-estate-portfolio/trump-hollywood-florida,Trump,Discover luxurious living with breathtaking views of the iconic Hollywood skyline.,"This luxurious residence boasts stunning panoramic views of the iconic skyline and offers exclusive amenities, including a private rooftop lounge and a state-of-the-art fitness center.",1000000,1000000,,,
Trump Tower,https://www.trump.com/residential-real-estate-portfolio/trump-tower-mumbai-india,Trump,"Soaring above Mumbai, this architectural marvel redefines luxury with breathtaking skyline views.","Offering breathtaking views of the Arabian Sea and the city skyline, this luxury residence features unparalleled amenities and exceptional privacy.",25000000,1000000000,Mumbai,United States,"1, Balraj Sahni Marg, Lower Parel, Mumbai, Maharashtra 400013, India."
Trump Tower,https://www.trump.com/residential-real-estate-portfolio/trump-tower-kolkata-india,Trump,"Soaring above Kolkata, this architectural marvel offers breathtaking panoramic city views.","Rising majestically in the skyline, this luxurious residence boasts breathtaking views of the Hooghly River and unparalleled amenities.",5000000,3000000000,Kolkata,India,"1, Old Park Street, Kolkata, West Bengal 700017."
Trump Tower,https://www.trump.com/residential-real-estate-portfolio/trump-tower-delhi-ncr-india,Trump,This luxurious skyscraper boasts breathtaking views of the vibrant Delhi skyline.,"This luxurious residence boasts breathtaking views of the iconic Aravalli Range and unparalleled amenities, redefining opulence in urban living.",1500000000,4000000000,Delhi,India,"Netaji Subhash Place, Pitampura, Delhi 110034, India."
Trump Tower,https://www.trump.com/residential-real-estate-portfolio/trump-towers-pune-india,Trump,"Soaring with opulence, this architectural masterpiece redefines luxury in Pune's skyline.","Rising majestically, this luxury residence boasts panoramic views of the lush Sahyadri mountains and the serene waterfront, offering unparalleled elegance and exclusivity.",1.5.,25000000,Pune,India,"Pune, India: 22, Mangaldas Road, Pune, Maharashtra 411001."
Trump Residences,https://www.trump.com/residential-real-estate-portfolio,Trump,Discover unparalleled luxury with breathtaking ocean views and world-class amenities.,"Overlooking pristine beaches and lush landscapes, this residence boasts private access to secluded coves and world-class amenities.",3000000,1000000000,Bali,Indonesia,"Jl. Raya Nusa Dua Selatan, Benoa, Kuta Selatan, Badung, Bali 80363, Indonesia."
Trump Residences,https://www.trump.com/residential-real-estate-portfolio/trump-residences-lido,Trump,Discover luxurious beachfront living with breathtaking ocean views and exquisite amenities.,"Overlooking pristine beaches and lush landscapes, these residences boast private infinity pools and unparalleled access to vibrant local culture.",25000000,8000000000,West Java,Indonesia,"Trump Residences Lido, Jl. Raya Lido, Lido, Bogor, West Java 16780, Indonesia."
